doc_id,stock_code,stock_name,industry,confidence,evidence
S034,002074,国轩高科,锂电,0.98,"标题含""国轩高科"""
S035,002202,金风科技,风电,0.70,"产业主题映射""海上风电""→风电"
S035,601615,明阳智能,风电,0.70,"产业主题映射""海上风电""→风电"
S035,300772,运达股份,风电,0.70,"产业主题映射""海上风电""→风电"
S035,688349,三一重能,风电,0.70,"产业主题映射""海上风电""→风电"
S035,002080,中材科技,风电,0.70,"产业主题映射""海上风电""→风电"
S036,002074,国轩高科,锂电,0.98,"标题含""国轩高科"""
S037,300750,宁德时代,锂电,0.78,"产业主题映射""动力电池""→锂电"
S037,300014,亿纬锂能,锂电,0.78,"产业主题映射""动力电池""→锂电"
S037,002074,国轩高科,锂电,0.78,"产业主题映射""动力电池""→锂电"
S037,300207,欣旺达,锂电,0.78,"产业主题映射""动力电池""→锂电"
S037,300438,鹏辉能源,锂电,0.78,"产业主题映射""动力电池""→锂电"
S037,603659,璞泰来,锂电,0.78,"产业主题映射""动力电池""→锂电"
S037,300073,当升科技,锂电,0.78,"产业主题映射""动力电池""→锂电"
S037,002812,恩捷股份,锂电,0.78,"产业主题映射""动力电池""→锂电"
S037,300450,先导智能,锂电,0.78,"产业主题映射""动力电池""→锂电"
S037,002594,比亚迪,整车,0.78,"产业主题映射""新能源汽车""→整车"
S037,601127,赛力斯,整车,0.78,"产业主题映射""新能源汽车""→整车"
S037,000625,长安汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
S037,601633,长城汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
S037,600104,上汽集团,整车,0.78,"产业主题映射""新能源汽车""→整车"
S038,300207,欣旺达,锂电,0.91,"正文提及""欣旺达"""
S039,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
S039,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
S039,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
S039,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
S039,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
S039,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
S040,002074,国轩高科,锂电,0.98,"标题含""国轩高科"""
S041,002594,比亚迪,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
S041,601127,赛力斯,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
S041,000625,长安汽车,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
S041,601633,长城汽车,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
S041,600104,上汽集团,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
S042,300438,鹏辉能源,锂电,0.91,"正文提及""鹏辉能源"""
S043,002594,比亚迪,整车,0.70,"产业主题映射""汽车以旧换新""→整车"
S043,601127,赛力斯,整车,0.70,"产业主题映射""汽车以旧换新""→整车"
S043,000625,长安汽车,整车,0.70,"产业主题映射""汽车以旧换新""→整车"
S043,601633,长城汽车,整车,0.70,"产业主题映射""汽车以旧换新""→整车"
S043,600104,上汽集团,整车,0.70,"产业主题映射""汽车以旧换新""→整车"
S044,300207,欣旺达,锂电,0.98,"标题含""欣旺达"""
S045,688063,派能科技,储能,0.78,"产业主题映射""新型储能""→储能"
S045,688390,固德威,储能,0.78,"产业主题映射""新型储能""→储能"
S045,300763,锦浪科技,储能,0.78,"产业主题映射""新型储能""→储能"
S045,605117,德业股份,储能,0.78,"产业主题映射""新型储能""→储能"
S045,002335,科华数据,储能,0.78,"产业主题映射""新型储能""→储能"
S046,603659,璞泰来,锂电,0.98,"标题含""璞泰来"""
S047,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
S047,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
S047,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
S047,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
S047,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
S047,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
S047,002202,金风科技,风电,0.70,"产业主题映射""风电""→风电"
S047,601615,明阳智能,风电,0.70,"产业主题映射""风电""→风电"
S047,300772,运达股份,风电,0.70,"产业主题映射""风电""→风电"
S047,688349,三一重能,风电,0.70,"产业主题映射""风电""→风电"
S047,002080,中材科技,风电,0.70,"产业主题映射""风电""→风电"
S048,300207,欣旺达,锂电,0.98,"标题含""欣旺达"""
S050,300073,当升科技,锂电,0.91,"正文提及""当升科技"""
S051,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
S051,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
S051,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
S051,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
S051,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
S051,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
S052,300207,欣旺达,锂电,0.98,"标题含""欣旺达"""
S054,002812,恩捷股份,锂电,0.91,"正文提及""恩捷股份"""
S056,300207,欣旺达,锂电,0.98,"标题含""欣旺达"""
S057,002594,比亚迪,整车,0.78,"产业主题映射""新能源汽车""→整车"
S057,601127,赛力斯,整车,0.78,"产业主题映射""新能源汽车""→整车"
S057,000625,长安汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
S057,601633,长城汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
S057,600104,上汽集团,整车,0.78,"产业主题映射""新能源汽车""→整车"
S058,300450,先导智能,锂电,0.91,"正文提及""先导智能"""
S059,002202,金风科技,风电,0.70,"产业主题映射""海上风电""→风电"
S059,601615,明阳智能,风电,0.70,"产业主题映射""海上风电""→风电"
S059,300772,运达股份,风电,0.70,"产业主题映射""海上风电""→风电"
S059,688349,三一重能,风电,0.70,"产业主题映射""海上风电""→风电"
S059,002080,中材科技,风电,0.70,"产业主题映射""海上风电""→风电"
S060,300207,欣旺达,锂电,0.98,"标题含""欣旺达"""
S062,002202,金风科技,风电,0.91,"正文提及""金风科技"""
S063,300750,宁德时代,锂电,0.70,"产业主题映射""动力电池""→锂电"
S063,300014,亿纬锂能,锂电,0.70,"产业主题映射""动力电池""→锂电"
S063,002074,国轩高科,锂电,0.70,"产业主题映射""动力电池""→锂电"
S063,300207,欣旺达,锂电,0.70,"产业主题映射""动力电池""→锂电"
S063,300438,鹏辉能源,锂电,0.70,"产业主题映射""动力电池""→锂电"
S063,603659,璞泰来,锂电,0.70,"产业主题映射""动力电池""→锂电"
S063,300073,当升科技,锂电,0.70,"产业主题映射""动力电池""→锂电"
S063,002812,恩捷股份,锂电,0.70,"产业主题映射""动力电池""→锂电"
S063,300450,先导智能,锂电,0.70,"产业主题映射""动力电池""→锂电"
S063,002594,比亚迪,整车,0.70,"产业主题映射""新能源汽车""→整车"
S063,601127,赛力斯,整车,0.70,"产业主题映射""新能源汽车""→整车"
S063,000625,长安汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S063,601633,长城汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S063,600104,上汽集团,整车,0.70,"产业主题映射""新能源汽车""→整车"
S064,300073,当升科技,锂电,0.98,"标题含""当升科技"""
S066,601615,明阳智能,风电,0.91,"正文提及""明阳智能"""
S067,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
S067,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
S067,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
S067,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
S067,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
S067,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
S068,300073,当升科技,锂电,0.98,"标题含""当升科技"""
S069,002594,比亚迪,整车,0.78,"产业主题映射""新能源汽车""→整车"
S069,601127,赛力斯,整车,0.78,"产业主题映射""新能源汽车""→整车"
S069,000625,长安汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
S069,601633,长城汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
S069,600104,上汽集团,整车,0.78,"产业主题映射""新能源汽车""→整车"
S070,300772,运达股份,风电,0.91,"正文提及""运达股份"""
S071,300750,宁德时代,锂电,0.98,"标题含""宁德时代"""
S071,002594,比亚迪,整车,0.98,"标题含""比亚迪"""
S072,300073,当升科技,锂电,0.98,"标题含""当升科技"""
S074,688349,三一重能,风电,0.98,"标题含""三一重能"""
S075,002202,金风科技,风电,0.70,"产业主题映射""海上风电""→风电"
S075,601615,明阳智能,风电,0.70,"产业主题映射""海上风电""→风电"
S075,300772,运达股份,风电,0.70,"产业主题映射""海上风电""→风电"
S075,688349,三一重能,风电,0.70,"产业主题映射""海上风电""→风电"
S075,002080,中材科技,风电,0.70,"产业主题映射""海上风电""→风电"
S076,300073,当升科技,锂电,0.98,"标题含""当升科技"""
S077,688063,派能科技,储能,0.78,"产业主题映射""新型储能""→储能"
S077,688390,固德威,储能,0.78,"产业主题映射""新型储能""→储能"
S077,300763,锦浪科技,储能,0.78,"产业主题映射""新型储能""→储能"
S077,605117,德业股份,储能,0.78,"产业主题映射""新型储能""→储能"
S077,002335,科华数据,储能,0.78,"产业主题映射""新型储能""→储能"
S078,002080,中材科技,风电,0.91,"正文提及""中材科技"""
S079,002594,比亚迪,整车,0.70,"产业主题映射""新能源汽车""→整车"
S079,601127,赛力斯,整车,0.70,"产业主题映射""新能源汽车""→整车"
S079,000625,长安汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S079,601633,长城汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S079,600104,上汽集团,整车,0.70,"产业主题映射""新能源汽车""→整车"
S080,300073,当升科技,锂电,0.98,"标题含""当升科技"""
S082,688063,派能科技,储能,0.91,"正文提及""派能科技"""
S084,002812,恩捷股份,锂电,0.98,"标题含""恩捷股份"""
S086,688390,固德威,储能,0.91,"正文提及""固德威"""
S087,688063,派能科技,储能,0.70,"产业主题映射""新型储能""→储能"
S087,688390,固德威,储能,0.70,"产业主题映射""新型储能""→储能"
S087,300763,锦浪科技,储能,0.70,"产业主题映射""新型储能""→储能"
S087,605117,德业股份,储能,0.70,"产业主题映射""新型储能""→储能"
S087,002335,科华数据,储能,0.70,"产业主题映射""新型储能""→储能"
S088,002812,恩捷股份,锂电,0.98,"标题含""恩捷股份"""
S089,002594,比亚迪,整车,0.78,"产业主题映射""新能源汽车""→整车"
S089,601127,赛力斯,整车,0.78,"产业主题映射""新能源汽车""→整车"
S089,000625,长安汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
S089,601633,长城汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
S089,600104,上汽集团,整车,0.78,"产业主题映射""新能源汽车""→整车"
S090,300763,锦浪科技,储能,0.91,"正文提及""锦浪科技"""
S091,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
S091,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
S091,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
S091,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
S091,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
S091,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
S091,300750,宁德时代,锂电,0.70,"产业主题映射""锂电""→锂电"
S091,300014,亿纬锂能,锂电,0.70,"产业主题映射""锂电""→锂电"
S091,002074,国轩高科,锂电,0.70,"产业主题映射""锂电""→锂电"
S091,300207,欣旺达,锂电,0.70,"产业主题映射""锂电""→锂电"
S091,300438,鹏辉能源,锂电,0.70,"产业主题映射""锂电""→锂电"
S091,603659,璞泰来,锂电,0.70,"产业主题映射""锂电""→锂电"
S091,300073,当升科技,锂电,0.70,"产业主题映射""锂电""→锂电"
S091,002812,恩捷股份,锂电,0.70,"产业主题映射""锂电""→锂电"
S091,300450,先导智能,锂电,0.70,"产业主题映射""锂电""→锂电"
S091,002202,金风科技,风电,0.70,"产业主题映射""风电""→风电"
S091,601615,明阳智能,风电,0.70,"产业主题映射""风电""→风电"
S091,300772,运达股份,风电,0.70,"产业主题映射""风电""→风电"
S091,688349,三一重能,风电,0.70,"产业主题映射""风电""→风电"
S091,002080,中材科技,风电,0.70,"产业主题映射""风电""→风电"
S091,002594,比亚迪,整车,0.70,"产业主题映射""新能源汽车""→整车"
S091,601127,赛力斯,整车,0.70,"产业主题映射""新能源汽车""→整车"
S091,000625,长安汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S091,601633,长城汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S091,600104,上汽集团,整车,0.70,"产业主题映射""新能源汽车""→整车"
S092,300750,宁德时代,锂电,0.98,"标题含""宁德时代"""
S092,002812,恩捷股份,锂电,0.98,"标题含""恩捷股份"""
S094,605117,德业股份,储能,0.91,"正文提及""德业股份"""
S096,300750,宁德时代,锂电,0.98,"标题含""宁德时代"""
S096,002812,恩捷股份,锂电,0.98,"标题含""恩捷股份"""
S097,601012,隆基绿能,光伏,0.78,"产业主题映射""光伏""→光伏"
S097,600438,通威股份,光伏,0.78,"产业主题映射""光伏""→光伏"
S097,002129,TCL中环,光伏,0.78,"产业主题映射""光伏""→光伏"
S097,002459,晶澳科技,光伏,0.78,"产业主题映射""光伏""→光伏"
S097,688599,天合光能,光伏,0.78,"产业主题映射""光伏""→光伏"
S097,300274,阳光电源,光伏,0.78,"产业主题映射""光伏""→光伏"
S098,002335,科华数据,储能,0.91,"正文提及""科华数据"""
S100,002812,恩捷股份,锂电,0.98,"标题含""恩捷股份"""
S102,002594,比亚迪,整车,0.91,"正文提及""比亚迪"""
S103,002594,比亚迪,整车,0.70,"产业主题映射""新能源汽车""→整车"
S103,601127,赛力斯,整车,0.70,"产业主题映射""新能源汽车""→整车"
S103,000625,长安汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S103,601633,长城汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S103,600104,上汽集团,整车,0.70,"产业主题映射""新能源汽车""→整车"
S104,002202,金风科技,风电,0.98,"标题含""金风科技"""
S106,601127,赛力斯,整车,0.91,"正文提及""赛力斯"""
S108,002202,金风科技,风电,0.98,"标题含""金风科技"""
S110,000625,长安汽车,整车,0.91,"正文提及""长安汽车"""
S112,002202,金风科技,风电,0.98,"标题含""金风科技"""
S114,601633,长城汽车,整车,0.98,"标题含""长城汽车"""
S115,002594,比亚迪,整车,0.70,"产业主题映射""新能源汽车""→整车"
S115,601127,赛力斯,整车,0.70,"产业主题映射""新能源汽车""→整车"
S115,000625,长安汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S115,601633,长城汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S115,600104,上汽集团,整车,0.70,"产业主题映射""新能源汽车""→整车"
S116,002202,金风科技,风电,0.98,"标题含""金风科技"""
S117,002594,比亚迪,整车,0.78,"产业主题映射""车网互动""→整车"
S117,601127,赛力斯,整车,0.78,"产业主题映射""车网互动""→整车"
S117,000625,长安汽车,整车,0.78,"产业主题映射""车网互动""→整车"
S117,601633,长城汽车,整车,0.78,"产业主题映射""车网互动""→整车"
S117,600104,上汽集团,整车,0.78,"产业主题映射""车网互动""→整车"
S118,600104,上汽集团,整车,0.98,"标题含""上汽集团"""
S119,300750,宁德时代,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,300014,亿纬锂能,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,002074,国轩高科,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,300207,欣旺达,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,300438,鹏辉能源,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,603659,璞泰来,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,300073,当升科技,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,002812,恩捷股份,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,300450,先导智能,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,002594,比亚迪,整车,0.70,"产业主题映射""新能源汽车""→整车"
S119,601127,赛力斯,整车,0.70,"产业主题映射""新能源汽车""→整车"
S119,000625,长安汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S119,601633,长城汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S119,600104,上汽集团,整车,0.70,"产业主题映射""新能源汽车""→整车"
S120,002202,金风科技,风电,0.98,"标题含""金风科技"""
