doc_id,source_type,title,content,publish_time,source_name,url
S011,news,光伏圈，重大突发！,原文摘要：光伏行业就“强化行业自律，防止‘内卷式’恶性竞争”达成共识。 来源为证券时报，首次公开日期核验为2024-01-20。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2024-01-20,证券时报,https://www.stcn.com/article/detail/1350572.html
S012,news,动力电池的2024年：产能装车率仅52% 价格持续下跌,原文摘要：经济观察网 记者 周菊 2024年，国内动力电池装机量持续增长。据中国汽车动力电池产业创新联盟发布的数据，2024年我国动力电池累计装车量5... 来源为新浪财经，首次公开日期核验为2024-02-20。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2024-02-20,新浪财经,https://cj.sina.com.cn/articles/view/1641561812/61d83ed40270191x4
S013,news,2024年产销均超1280万辆 中国新能源汽车连续十年全球领跑|上海证券报,原文摘要：◎记者 俞立严 中国新能源汽车再次刷新年度纪录。1月13日，中国汽车工业协会（简称“中汽协”）召开沟通会发布最新统计，中国汽车和新能源汽车2024年各项主要数据实现增长。其中，新能源汽车2024年产销量均突破1280万辆，连续十年位居全球第一。同时，中国2024年新能源汽车渗透率（新能源新车销量占到汽车新车总销量的比率）达到40.9%。中汽协有关负责人表示，2024年，在全行业共同努力下，汽车产业 来源为上海证券报，首次公开日期核验为2025-01-14。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2025-01-14,上海证券报,https://paper.cnstock.com/html/2025-01/14/content_2018079.htm
S014,news,2024年248.5GWh储能采招结果和中标企业全景分析_财富号_东方财富网,原文摘要：根据寻熵研究院的统计分析，2024年针对储能项目的设备和EPC招标共计1279个，总采招规模为196.4GWh，对应储能系统的实际需求为169.5GWh（一个项目若先后完成EPC和设备招标，则只统计一次）。 来源为东方财富网，首次公开日期核验为2025-02-04。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2025-02-04,东方财富网,https://caifuhao.eastmoney.com/news/20250204221643886792100
S015,news,多部门力推落后光伏产能有序退出 政策催生多元领域需求释放,原文摘要：证券时报记者 刘灿邦 “2025年上半年，我国光伏行业发展举步维艰。”7月25日，在光伏行业2025年上半年发展回顾与下半年形势展望研讨会上，中国光伏行业协会名誉理事长王勃华从产量、价格、出口、效益等多个维度分析了光伏行业发展现状，... 来源为新浪财经，首次公开日期核验为2025-07-26。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2025-07-26,新浪财经,https://finance.sina.com.cn/jjxw/2025-07-26/doc-infhtpfn4585028.shtml
S016,ir_qa,投资者问答：TCL中环回应“尊敬的TCL中环管理层，您好！公司已明确2030年碳达峰、2050年运营”,原文摘要：投资者在深交所互动易向TCL中环提问，问题摘要为“尊敬的TCL中环管理层，您好！公司已明确2030年碳达峰、2050年运营碳中和目标，构建三级减碳路径，拥有10家绿色工厂、1家零碳及碳中和工厂，可再生电力使用比”。公司回复摘要为“您好，在可持续发展方面，公司以可持续发展战略框架和2030年阶段性可持续发展目标为基础，每年持续追踪年度目标完成情况，并以此为基础规划下一年度的重点任务与目标，从而为系统化、可量化的可持续发展管理提供”。项目关联：TCL中环属于新能源股票池的光伏板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-04-23,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2252379918393647104
S017,ir_qa,投资者问答：TCL中环回应“尊敬的TCL中环管理层：公司累计亏损近200亿，未弥补亏损超股本三分之一”,原文摘要：投资者在深交所互动易向TCL中环提问，问题摘要为“尊敬的TCL中环管理层：公司累计亏损近200亿，未弥补亏损超股本三分之一，30万中小股东因股价长跌损失惨重。请问公司有无具体提振股价的计划？若市值持续恶化，广大”。公司回复摘要为“您好，近年来，光伏行业供需失衡持续，产业链价格底部震荡，持续位于全成本线以下。公司将聚焦核心主业发展，补齐短板，完善和增强相对竞争力，以提升公司内在价值；并将持续加强市值管理工作，促进公司投资价值合理”。项目关联：TCL中环属于新能源股票池的光伏板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-04-17,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2247681610606317568
S018,ir_qa,投资者问答：TCL中环回应“尊敬的TCL中环管理层：当前公司股价持续承压，而隆基、爱旭等同行已通过积”,"原文摘要：投资者在深交所互动易向TCL中环提问，问题摘要为“尊敬的TCL中环管理层：当前公司股价持续承压，而隆基、爱旭等同行已通过积极举措带动股价回暖。股价关乎公司口碑、员工士气、市场形象、融资授信和政府观感，政府、银行”。公司回复摘要为“您好，感谢您的关注和建议!公司将聚焦核心主业发展，补齐短板，完善和增强相对竞争力，以提升公司内在价值；并将持续加强市值管理工作,促进公司投资价值合理反映公司质量，争取为股东带来更好的回报。感谢您的关注”。项目关联：TCL中环属于新能源股票池的光伏板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。",2026-04-10,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2242435342436823040
S019,ir_qa,投资者问答：晶澳科技回应“请问董秘，安徽晶澳科技集团（统一社会信用代码：91340621MA8QA”,原文摘要：投资者在深交所互动易向晶澳科技提问，问题摘要为“请问董秘，安徽晶澳科技集团（统一社会信用代码：91340621MA8QAG839L）共同涉及光伏产品和技术经营业务，是否为贵公司关联企业或下属子公司？”。公司回复摘要为“您好，该企业不是我公司的关联企业或下属子公司，与我公司无关。谢谢关注。”。项目关联：晶澳科技属于新能源股票池的光伏板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-05-28,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2278181111486570496
S020,ir_qa,投资者问答：晶澳科技回应“你好董秘 近期关注到晶澳科技全资子公司义乌晶澳近期涉劳动争议讼诉，请问是”,原文摘要：投资者在深交所互动易向晶澳科技提问，问题摘要为“你好董秘 近期关注到晶澳科技全资子公司义乌晶澳近期涉劳动争议讼诉，请问是否存在合规性结构问题？”。公司回复摘要为“您好，相关诉讼或仲裁以判决或仲裁结果为准。如涉及重大诉讼，公司会以公告形式对外披露，请关注公司公告，谢谢。”。项目关联：晶澳科技属于新能源股票池的光伏板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-04-20,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2249916077655171072
S021,policy,国家能源局关于促进新型储能并网和调度运用的通知 国能发科技规〔2024〕26号,原文摘要：国家能源局官网 来源为国家能源局，首次公开日期核验为2024-04-02。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2024-04-02,国家能源局,https://zfxxgk.nea.gov.cn/2024-04/02/c_1310771072.htm
S022,announcement,关于2025年度计提信用减值准备和资产减值准备的公告,原文摘要：阳光电源于2026-04-01在巨潮资讯网披露《关于2025年度计提信用减值准备和资产减值准备的公告》。阳光电源股份有限公司 关于2025年度计提信用减值准备和资产减值准备的公告 本公司及董事会全体成员保证公告内容的真实、准确、完整，没 有虚假记载、误导性陈述或重大遗漏。 阳光电源股份有限公司（以下简称“公司”或“本公司”）根据《深圳证券 交易所创业板股票上市规则》《深圳证券交易所创业板上市公司自律监管指南第 1号——业务办理》《企业会计准则》及公司会计政策等相关规定，基于谨慎性 原则，为了更加真实、准确的反映公司的资产与财务状况，公司对合并报表范围 内2025年度可能发生减值损失的相关资产计提相应的减值准备。现将相关内容公 告如下： 一、计提信用减值和资产减值准备情况概述 公司 2025 年度计提信用减值准备的项目主要为应收账款、其项目关联：阳光电源属于新能源股票池的光伏板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。,2026-04-01,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2026-04-01/1225066704.PDF
S023,news,2025年国内动力电池装车量769.7GWh 同比增长40.4%_腾讯新闻,"原文摘要：【2025年国内动力电池装车量769.7GWh 同比增长40.4%】财联社1月16日电，中国汽车动力电池产业创新联盟发布数据，2025年12月，国内动力电池装车量98.1GWh，环比增长4.9%，同比增长35.1%。2025年1—12月，国内动力电池累计装车量769.7GWh, 累计同比增长40.4%。... 来源为腾讯新闻，首次公开日期核验为2026-01-16。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。",2026-01-16,腾讯新闻,https://news.qq.com/rain/a/20260116A04UNO00
S024,ir_qa,投资者问答：晶澳科技回应“你好董秘 义乌晶澳作为晶澳科技的全资子公司，作为上市公司应具备完善的法人”,原文摘要：投资者在深交所互动易向晶澳科技提问，问题摘要为“你好董秘 义乌晶澳作为晶澳科技的全资子公司，作为上市公司应具备完善的法人治理结构与内部控制体系，应严格按照《上市公司治理准则》，本着对投资者切身利益负责的宗旨，”。公司回复摘要为“您好，感谢您的建议，谢谢。”。项目关联：晶澳科技属于新能源股票池的光伏板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-04-08,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2241214525397741568
S025,policy,关于印发《加快构建新型电力系统行动方案（2024—2027年）》的通知_国务院部门文件_中国政府网,原文摘要：为深入贯彻落实习近平总书记关于构建新型电力系统的重要指示精神和《中共中央办公厅、国务院办公厅关于深化电力体制改革加快构建新型电力系统的意见》有关要求，进一步加大工作力度，加快推进新型电力系统建设，国家发展改革委、国家能源局、国家数据局制定了《加快构建新型电力系统行动方案（2024—2027年）》。 来源为中国政府网，首次公开日期核验为2024-07-25。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2024-07-25,中国政府网,https://www.gov.cn/zhengce/zhengceku/202408/content_6966863.htm
S026,announcement,《对外投资管理制度》（2025年12月修订）,原文摘要：宁德时代于2025-12-06在巨潮资讯网披露《《对外投资管理制度》（2025年12月修订）》。宁德时代新能源科技股份有限公司 对外投资管理制度 第一章 总则 第一条 为规范宁德时代新能源科技股份有限公司（以下简称“公司”）对 外投资行为，降低对外投资风险，依照《中华人民共和国公司法》《中华人民共 和国证券法》（以下简称“《证券法》”）、《深圳证券交易所创业板股票上市规 则》《香港联合交易所有限公司证券上市规则》等相关法律、行政法规、部门规 章、规范性文件、公司股票上市地证券监管规则和《宁德时代新能源科技股份有 限公司章程》（以下简称“公司章程”），结合公司的具体情况，制定本制度。 第二条 本制度所称的对外投资，是指公司以货币资金出资，或以实物、 知识产权、土地使用权等可以用货币估价并可以依法转让的非货币财产作价出资 的投资行项目关联：宁德时代属于新能源股票池的锂电板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。,2025-12-06,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2025-12-06/1224856469.PDF
S027,news,中国证券报 - 新能源汽车高增长 车企出海步伐加快,原文摘要：4月11日，中汽协发布的数据显示，今年一季度，国内汽车产销量分别完成756.1万辆和747万辆，同比分别增长14.5%和11.2%。其中，新能源汽车产销量完成318.2万辆和307.5万辆，同比分别增长50.4%和47.1%。 中国汽车工业协会副秘书长陈士华表示：“一季度，提振汽车消费政策措施得以延续并加速落地，消费市场提质向好，企业产品密集焕新，消费者信心增强，汽车产销呈现两位数增长，汽车行业开局运行良好。” 专家表示，相关政策组合效应将持续释放，车企开启新品密集发布周期，多地促销活动火热进行，有助于进一步释放消 来源为中国证券报，首次公开日期核验为2025-04-12。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2025-04-12,中国证券报,https://epaper.cs.com.cn/zgzqb/html/2025-04/12/nw.D110000zgzqb_20250412_1-A05.htm
S028,ir_qa,投资者问答：阳光电源回应“现在美国对中国储能产品的关税是多少？2026年阳光电源还有美国的储能订单”,原文摘要：投资者在深交所互动易向阳光电源提问，问题摘要为“现在美国对中国储能产品的关税是多少？2026年阳光电源还有美国的储能订单吗？如有的话，是增长还是减少？”。公司回复摘要为“感谢您对公司的关注。目前美国对中国储能产品关税是38.4%。2026年有新签订单，但受OBBBA法案政策调整影响，为充分利用安全港条款窗口期推进项目落地，很多客户已于2025年提前下单。谢谢！”。项目关联：阳光电源属于新能源股票池的光伏板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-04-28,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2255848637597982720
S029,policy,关于2024年可再生能源电力消纳责任权重及有关事项的通知(发改办能源〔2024〕598号),原文摘要：1.各省（自治区、直辖市）2024年可再生能源电力消纳责任权重.pdf2.各省（自治区、直辖市）2025年可再生能源电力消纳责任权重预期目标.pdf3.各省（自治区、直辖市）2024年、2025年电解铝行业绿色电力消费比例.pdf1.各省（自治区、直辖市）2024年可再生能源电力消纳责任权重.ofd2.各省（自治区、直辖市）2025年可再生能源电力消纳责任权重预期目标.ofd3.各省（自治区、直辖市）2024年、2025年电解铝行业绿色电力消费比例.ofd 来源为国家发展改革委，首次公开日期核验为2024-08-02。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2024-08-02,国家发展改革委,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202408/t20240802_1392176.html
S030,announcement,关于2025年度计提资产减值准备的公告,"原文摘要：亿纬锂能于2026-03-28在巨潮资讯网披露《关于2025年度计提资产减值准备的公告》。惠州亿纬锂能股份有限公司 关于 2025 年度计提资产减值准备的公告 公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记 载、误导性陈述或重大遗漏。 一、本次计提资产减值准备及资产核销概况 根据《企业会计准则》和惠州亿纬锂能股份有限公司（以下简称“公司”）会计 政策的相关规定，为真实、准确地反映公司截至2025年12月31日的资产状况，基于谨 慎性原则，公司2025年度计提信用减值准备/资产减值准备67,255.64万元，其他变动 88.92万元，转回34,417.73万元，核销坏账准备879.51万元，转销存货跌价准备14,030.13 万元，明细如下： 单位：元 合同资产减值 长期股权投资 项 目 坏账准备 存货项目关联：亿纬锂能属于新能源股票池的锂电板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。",2026-03-28,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2026-03-28/1225045412.PDF
S031,news,国家能源局举行新闻发布会介绍2025年新型储能发展情况,原文摘要：国家能源网 来源为国家能源局，首次公开日期核验为2026-01-30。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2026-01-30,国家能源局,https://www.nea.gov.cn/20260130/50f657ce87f848e1a9a1861d1fd9aa23/c.html
S032,ir_qa,投资者问答：亿纬锂能回应“请问董秘，公司的BBU电芯之前说5月6月会送样，目前进展怎么样？送样的公”,原文摘要：投资者在深交所互动易向亿纬锂能提问，问题摘要为“请问董秘，公司的BBU电芯之前说5月6月会送样，目前进展怎么样？送样的公司是海外还是国内的？”。公司回复摘要为“尊敬的投资者，您好！亿纬锂能具备AIDC全场景解决方案。面向机架级精密供电场景，公司全系列BBU产品，可全面适配传统数据中心与高阶AI算力中心的差异化需求。产品搭载自研21700磷酸铁锂高功率电芯，搭”。项目关联：亿纬锂能属于新能源股票池的锂电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-06-22,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2296861040327700480
S033,policy,工业和信息化部 住房和城乡建设部 交通运输部 农业农村部 国家能源局公告,原文摘要：2024年第3号为贯彻实施《智能光伏产业创新发展行动计划（2021—2025年）》（工信部联电子〔2021〕226号），经省级有关部门推荐、专家评审、网上公示等程序，现将第四批智能光伏试点示范企业和示范项目名单予以公告。附件：1.第四批智能光伏试点示范企业名单2.第四批智能光伏试点示范项目名单工业和信息化部住房和城乡建设部交通运输部农业农村部国家能源局2024年3月7日 来源为工业和信息化部，首次公开日期核验为2024-03-29。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2024-03-29,工业和信息化部,https://www.miit.gov.cn/jgsj/dzs/wjfb/art/2024/art_7c36edbf4cde4af39a9ea481c68c05a4.html
S034,announcement,国泰海通证券股份有限公司关于国轩高科股份有限公司部分募投项目提前结项并将节余募集资金永久补充流动资金的核查意见,原文摘要：国轩高科于2026-04-29在巨潮资讯网披露《国泰海通证券股份有限公司关于国轩高科股份有限公司部分募投项目提前结项并将节余募集资金永久补充流动资金的核查意见》。国泰海通证券股份有限公司 关于国轩高科股份有限公司 部分募投项目提前结项并将节余募集资金永久补充流动资 金的核查意见 国泰海通证券股份有限公司（以下简称“国泰海通”或“保荐机构”）作为 国轩高科股份有限公司（以下简称“国轩高科”或“公司”）的持续督导机构， 根据《证券发行上市保荐业务管理办法》 《上市公司募集资金监管规则》 《深圳证 券交易所股票上市规则》 《深圳证券交易所上市公司自律监管指引第 13 号——保 荐业务》《深圳证券交易所上市公司自律监管指引第 1 号——主板上市公司规范 运作》等相关规定，就公司部分募投项目提前结项并将节余募集资金永久补充流 动资金的事项进行了审慎核查，并发表如下核查意见： 一、募集资金投资项目的概述项目关联：国轩高科属于新能源股票池的锂电板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。,2026-04-29,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2026-04-29/1225241954.PDF
S035,news,“海上+海外”双驱动 风电行业景气回升|上海证券报,原文摘要：◎邱思雨 李子健 记者 仲茜 近期，风电企业大金重工、广大特材等公司相继披露半年度业绩预增公告，释放出行业需求回暖、出货量稳步攀升的信号。同时，上海证券报记者在调研中获悉，在政策持续引导、行业自律协同等多重因素共同作用下，风电行业招标价格已呈现回升态势，且这一趋势具备扎实的延续基础。从市场数据看，不管是从装机规模的持续攀升到风机价格的理性修复，还是从陆上风电的稳步迭代到海上风电的加速突破，我国风电 来源为上海证券报，首次公开日期核验为2025-07-18。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2025-07-18,上海证券报,https://paper.cnstock.com/html/2025-07/18/content_2095767.htm
S036,ir_qa,投资者问答：国轩高科回应“您好！请问国轩高科到18号股东人数是多少？”,"原文摘要：投资者在深交所互动易向国轩高科提问，问题摘要为“您好！请问国轩高科到18号股东人数是多少？”。公司回复摘要为“您好，截至2026年6月18日，公司股东户数为259,149，感谢您的关注。”。项目关联：国轩高科属于新能源股票池的锂电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。",2026-06-20,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2295206437194477568
S037,policy,中华人民共和国工业和信息化部公告2024年第42号,原文摘要：2024年 第42号为加强新能源汽车废旧动力电池综合利用行业管理，提高废旧动力电池综合利用水平，我部对《新能源汽车废旧动力蓄电池综合利用行业规范条件（2019年本）》进行了修订，形成《新能源汽车废旧动力电池综合利用行业规范条件（2024年本）》，现予以公告。 来源为工业和信息化部，首次公开日期核验为2024-12-24。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2024-12-24,工业和信息化部,https://www.miit.gov.cn/zwgk/zcwj/wjfb/gg/art/2024/art_2ca9a4ed31de469d9da26ca70c83a868.html
